ROC,1min,0,0.0769,slopenormal,PCompareNormal,ES,0.0769
RVIsignal,15mins,0,0.1455,slopenormal,PCompareNormal,FDAX,0.1455
RVI_CROSS,15mins,0,0.0608,slopenormal,PCompareNormal,FDAX,0.0608
RVIline,15mins,0,0.1232,slopenormal,PCompareNormal,FDAX,0.1232
AO,15mins,0,52.5713,slopenormal,PCompareNormal,FDAX,52.5713
AOAcc,15mins,0,10.6847,slopenormal,PCompareNormal,FDAX,10.6847
RSI,15mins,0,16.7851,slopenormal,PCompareNormal,FDAX,16.7851
mcross,15mins,0,19.2905,slopenormal,PCompareNormal,FDAX,19.2905
Stoch_CROSS,15mins,0,8.0362,slopenormal,PCompareNormal,FDAX,8.0362
mcd,15mins,0,5.8792,slopenormal,PCompareNormal,FDAX,5.8792
RVI_CROSS,15mins,0,0.0608,slopenormal,PCompareNormal,FDAX,0.0608
StochD,15mins,0,31.4429,slopenormal,PCompareNormal,FDAX,31.4429
StochK,15mins,0,33.2498,slopenormal,PCompareNormal,FDAX,33.2498
RVIsignal,15mins,0,0.1455,slopenormal,PCompareNormal,FDAX,0.1455
RVIline,15mins,0,0.1232,slopenormal,PCompareNormal,FDAX,0.1232
ATR,15mins,0,3.2987,slopenormal,PCompareNormal,FDAX,3.2987
diffvES,15mins,0,0.0044,slopenormal,PCompareNormal,FDAX,0.0044
kupper,15mins,0,39.9505,slopenormal,PCompareNormal,FDAX,39.9505
klower,15mins,0,45.2037,slopenormal,PCompareNormal,FDAX,45.2037
kmid,15mins,0,42.1294,slopenormal,PCompareNormal,FDAX,42.1294
bbandupper,15mins,0,30.0687,slopenormal,PCompareNormal,FDAX,30.0687
bbandlower,15mins,0,39.9404,slopenormal,PCompareNormal,FDAX,39.9404
stddev,15mins,0,7.4594,slopenormal,PCompareNormal,FDAX,7.4594
pivot,15mins,0,52.3148,slopenormal,PCompareNormal,FDAX,52.3148
R,15mins,0,50.7922,slopenormal,PCompareNormal,FDAX,50.7922
S,15mins,0,54.5377,slopenormal,PCompareNormal,FDAX,54.5377
S2,15mins,0,57.3211,slopenormal,PCompareNormal,FDAX,57.3211
R2,15mins,0,50.4834,slopenormal,PCompareNormal,FDAX,50.4834
sma200,15mins,0,7.7658,slopenormal,PCompareNormal,FDAX,7.7658
sma100,15mins,0,7.7658,slopenormal,PCompareNormal,FDAX,7.7658
sma50,15mins,0,13.7233,slopenormal,PCompareNormal,FDAX,13.7233
ema,15mins,0,29.0216,slopenormal,PCompareNormal,FDAX,29.0216
ROC,1hour,0,1.026,slopenormal,PCompareNormal,FDAX,1.026
RVIsignal,1hour,0,0.1196,slopenormal,PCompareNormal,FDAX,0.1196
RVI_CROSS,1hour,0,0.0616,slopenormal,PCompareNormal,FDAX,0.0616
RVIline,1hour,0,0.0885,slopenormal,PCompareNormal,FDAX,0.0885
AO,1hour,0,61.7966,slopenormal,PCompareNormal,FDAX,61.7966
AOAcc,1hour,0,28.3536,slopenormal,PCompareNormal,FDAX,28.3536
RSI,1hour,0,10.6835,slopenormal,PCompareNormal,FDAX,10.6835
mcross,1hour,0,23.0569,slopenormal,PCompareNormal,FDAX,23.0569
Stoch_CROSS,1hour,0,10.8848,slopenormal,PCompareNormal,FDAX,10.8848
mcd,1hour,0,10.9612,slopenormal,PCompareNormal,FDAX,10.9612
RVI_CROSS,1hour,0,0.0616,slopenormal,PCompareNormal,FDAX,0.0616
StochD,1hour,0,23.4926,slopenormal,PCompareNormal,FDAX,23.4926
StochK,1hour,0,28.2909,slopenormal,PCompareNormal,FDAX,28.2909
RVIsignal,1hour,0,0.1196,slopenormal,PCompareNormal,FDAX,0.1196
RVIline,1hour,0,0.0885,slopenormal,PCompareNormal,FDAX,0.0885
ATR,1hour,0,7.4013,slopenormal,PCompareNormal,FDAX,7.4013
diffvES,1hour,0,0.0136,slopenormal,PCompareNormal,FDAX,0.0136
kupper,1hour,0,45.0824,slopenormal,PCompareNormal,FDAX,45.0824
klower,1hour,0,49.1097,slopenormal,PCompareNormal,FDAX,49.1097
kmid,1hour,0,45.3436,slopenormal,PCompareNormal,FDAX,45.3436
bbandupper,1hour,0,35.7884,slopenormal,PCompareNormal,FDAX,35.7884
bbandlower,1hour,0,46.0093,slopenormal,PCompareNormal,FDAX,46.0093
stddev,1hour,0,7.5756,slopenormal,PCompareNormal,FDAX,7.5756
pivot,1hour,0,68.7435,slopenormal,PCompareNormal,FDAX,68.7435
R,1hour,0,71.1075,slopenormal,PCompareNormal,FDAX,71.1075
S,1hour,0,73.7655,slopenormal,PCompareNormal,FDAX,73.7655
S2,1hour,0,78.6234,slopenormal,PCompareNormal,FDAX,78.6234
R2,1hour,0,75.6127,slopenormal,PCompareNormal,FDAX,75.6127
sma200,1hour,0,6.3633,slopenormal,PCompareNormal,FDAX,6.3633
sma100,1hour,0,13.5307,slopenormal,PCompareNormal,FDAX,13.5307
sma50,1hour,0,5.7318,slopenormal,PCompareNormal,FDAX,5.7318
ema,1hour,0,31.7853,slopenormal,PCompareNormal,FDAX,31.7853
ROC,1day,0,4.3271,slopenormal,PCompareNormal,FDAX,4.3271
RVIsignal,1day,0,850.0655,slopenormal,PCompareNormal,FDAX,850.0655
RVI_CROSS,1day,0,425.0902,slopenormal,PCompareNormal,FDAX,425.0902
RVIline,1day,0,1275.1557,slopenormal,PCompareNormal,FDAX,1275.1557
AO,1day,0,422.4522,slopenormal,PCompareNormal,FDAX,422.4522
AOAcc,1day,0,106.383,slopenormal,PCompareNormal,FDAX,106.383
RSI,1day,0,12.948,slopenormal,PCompareNormal,FDAX,12.948
mcross,1day,0,159.7747,slopenormal,PCompareNormal,FDAX,159.7747
Stoch_CROSS,1day,0,10.5908,slopenormal,PCompareNormal,FDAX,10.5908
mcd,1day,0,40.9861,slopenormal,PCompareNormal,FDAX,40.9861
RVI_CROSS,1day,0,425.0902,slopenormal,PCompareNormal,FDAX,425.0902
StochD,1day,0,27.7868,slopenormal,PCompareNormal,FDAX,27.7868
StochK,1day,0,31.5417,slopenormal,PCompareNormal,FDAX,31.5417
RVIsignal,1day,0,850.0655,slopenormal,PCompareNormal,FDAX,850.0655
RVIline,1day,0,1275.1557,slopenormal,PCompareNormal,FDAX,1275.1557
ATR,1day,0,39.5799,slopenormal,PCompareNormal,FDAX,39.5799
diffvES,1day,0,0.023,slopenormal,PCompareNormal,FDAX,0.023
kupper,1day,0,448.9689,slopenormal,PCompareNormal,FDAX,448.9689
klower,1day,0,507.344,slopenormal,PCompareNormal,FDAX,507.344
kmid,1day,0,476.9316,slopenormal,PCompareNormal,FDAX,476.9316
bbandupper,1day,0,299.6423,slopenormal,PCompareNormal,FDAX,299.6423
bbandlower,1day,0,445.1932,slopenormal,PCompareNormal,FDAX,445.1932
stddev,1day,0,70.8825,slopenormal,PCompareNormal,FDAX,70.8825
pivot,1day,0,569.2839,slopenormal,PCompareNormal,FDAX,569.2839
R,1day,0,553.5881,slopenormal,PCompareNormal,FDAX,553.5881
S,1day,0,591.3042,slopenormal,PCompareNormal,FDAX,591.3042
S2,1day,0,613.342,slopenormal,PCompareNormal,FDAX,613.342
R2,1day,0,541.2502,slopenormal,PCompareNormal,FDAX,541.2502
sma200,1day,0,37.2993,slopenormal,PCompareNormal,FDAX,37.2993
sma100,1day,0,103.1981,slopenormal,PCompareNormal,FDAX,103.1981
sma50,1day,0,159.3637,slopenormal,PCompareNormal,FDAX,159.3637
ema,1day,0,352.3162,slopenormal,PCompareNormal,FDAX,352.3162
ROC,1min,0,0.1616,slopenormal,PCompareNormal,CL,0.1616
RVIsignal,1min,0,0.1397,slopenormal,PCompareNormal,CL,0.1397
RVI_CROSS,1min,0,0.0748,slopenormal,PCompareNormal,CL,0.0748
RVIline,1min,0,0.109,slopenormal,PCompareNormal,CL,0.109
AO,1min,0,0.0454,slopenormal,PCompareNormal,CL,0.0454
AOAcc,1min,0,0.013,slopenormal,PCompareNormal,CL,0.013
RSI,1min,0,14.817,slopenormal,PCompareNormal,CL,14.817
mcross,1min,0,0.0171,slopenormal,PCompareNormal,CL,0.0171
Stoch_CROSS,1min,0,7.7292,slopenormal,PCompareNormal,CL,7.7292
mcd,1min,0,0.0063,slopenormal,PCompareNormal,CL,0.0063
RVI_CROSS,1min,0,0.0748,slopenormal,PCompareNormal,CL,0.0748
StochD,1min,0,25.3307,slopenormal,PCompareNormal,CL,25.3307
StochK,1min,0,27.2056,slopenormal,PCompareNormal,CL,27.2056
RVIsignal,1min,0,0.1397,slopenormal,PCompareNormal,CL,0.1397
RVIline,1min,0,0.109,slopenormal,PCompareNormal,CL,0.109
ATR,1min,0,0.0036,slopenormal,PCompareNormal,CL,0.0036
diffvES,1min,0,0.0009,slopenormal,PCompareNormal,CL,0.0009
kupper,1min,0,0.0181,slopenormal,PCompareNormal,CL,0.0181
klower,1min,0,0.0179,slopenormal,PCompareNormal,CL,0.0179
kmid,1min,0,0.0167,slopenormal,PCompareNormal,CL,0.0167
bbandupper,1min,0,0.0387,slopenormal,PCompareNormal,CL,0.0387
bbandlower,1min,0,0.0238,slopenormal,PCompareNormal,CL,0.0238
stddev,1min,0,0.0117,slopenormal,PCompareNormal,CL,0.0117
pivot,1min,0,0.0228,slopenormal,PCompareNormal,CL,0.0228
R,1min,0,0.0219,slopenormal,PCompareNormal,CL,0.0219
S,1min,0,0.0255,slopenormal,PCompareNormal,CL,0.0255
S2,1min,0,0.0292,slopenormal,PCompareNormal,CL,0.0292
R2,1min,0,0.0223,slopenormal,PCompareNormal,CL,0.0223
sma200,1min,0,0.002,slopenormal,PCompareNormal,CL,0.002
sma100,1min,0,0.0166,slopenormal,PCompareNormal,CL,0.0166
sma50,1min,0,0.0351,slopenormal,PCompareNormal,CL,0.0351
ema,1min,0,0.0179,slopenormal,PCompareNormal,CL,0.0179
ROC,3mins,0,0.2757,slopenormal,PCompareNormal,CL,0.2757
RVIsignal,3mins,0,0.1564,slopenormal,PCompareNormal,CL,0.1564
RVI_CROSS,3mins,0,0.0723,slopenormal,PCompareNormal,CL,0.0723
RVIline,3mins,0,0.1242,slopenormal,PCompareNormal,CL,0.1242
AO,3mins,0,0.0651,slopenormal,PCompareNormal,CL,0.0651
AOAcc,3mins,0,0.0185,slopenormal,PCompareNormal,CL,0.0185
RSI,3mins,0,13.176,slopenormal,PCompareNormal,CL,13.176
mcross,3mins,0,0.0245,slopenormal,PCompareNormal,CL,0.0245
Stoch_CROSS,3mins,0,8.566,slopenormal,PCompareNormal,CL,8.566
mcd,3mins,0,0.0088,slopenormal,PCompareNormal,CL,0.0088
RVI_CROSS,3mins,0,0.0723,slopenormal,PCompareNormal,CL,0.0723
StochD,3mins,0,27.9108,slopenormal,PCompareNormal,CL,27.9108
StochK,3mins,0,30.5032,slopenormal,PCompareNormal,CL,30.5032
RVIsignal,3mins,0,0.1564,slopenormal,PCompareNormal,CL,0.1564
RVIline,3mins,0,0.1242,slopenormal,PCompareNormal,CL,0.1242
ATR,3mins,0,0.0031,slopenormal,PCompareNormal,CL,0.0031
diffvES,3mins,0,0.0028,slopenormal,PCompareNormal,CL,0.0028
kupper,3mins,0,0.0497,slopenormal,PCompareNormal,CL,0.0497
klower,3mins,0,0.0529,slopenormal,PCompareNormal,CL,0.0529
kmid,3mins,0,0.0509,slopenormal,PCompareNormal,CL,0.0509
bbandupper,3mins,0,0.0351,slopenormal,PCompareNormal,CL,0.0351
bbandlower,3mins,0,0.0511,slopenormal,PCompareNormal,CL,0.0511
stddev,3mins,0,0.0123,slopenormal,PCompareNormal,CL,0.0123
pivot,3mins,0,0.0647,slopenormal,PCompareNormal,CL,0.0647
R,3mins,0,0.0656,slopenormal,PCompareNormal,CL,0.0656
S,3mins,0,0.0677,slopenormal,PCompareNormal,CL,0.0677
S2,3mins,0,0.0698,slopenormal,PCompareNormal,CL,0.0698
R2,3mins,0,0.0656,slopenormal,PCompareNormal,CL,0.0656
sma200,3mins,0,0.0087,slopenormal,PCompareNormal,CL,0.0087
sma100,3mins,0,0.015,slopenormal,PCompareNormal,CL,0.015
sma50,3mins,0,0.0181,slopenormal,PCompareNormal,CL,0.0181
ema,3mins,0,0.0366,slopenormal,PCompareNormal,CL,0.0366
ROC,5mins,0,0.2798,slopenormal,PCompareNormal,CL,0.2798
RVIsignal,5mins,0,0.1167,slopenormal,PCompareNormal,CL,0.1167
RVI_CROSS,5mins,0,0.0592,slopenormal,PCompareNormal,CL,0.0592
RVIline,5mins,0,0.0896,slopenormal,PCompareNormal,CL,0.0896
AO,5mins,0,0.0484,slopenormal,PCompareNormal,CL,0.0484
AOAcc,5mins,0,0.0193,slopenormal,PCompareNormal,CL,0.0193
RSI,5mins,0,14.7247,slopenormal,PCompareNormal,CL,14.7247
mcross,5mins,0,0.0194,slopenormal,PCompareNormal,CL,0.0194
Stoch_CROSS,5mins,0,8.0281,slopenormal,PCompareNormal,CL,8.0281
mcd,5mins,0,0.0084,slopenormal,PCompareNormal,CL,0.0084
RVI_CROSS,5mins,0,0.0592,slopenormal,PCompareNormal,CL,0.0592
StochD,5mins,0,22.5692,slopenormal,PCompareNormal,CL,22.5692
StochK,5mins,0,25.4071,slopenormal,PCompareNormal,CL,25.4071
RVIsignal,5mins,0,0.1167,slopenormal,PCompareNormal,CL,0.1167
RVIline,5mins,0,0.0896,slopenormal,PCompareNormal,CL,0.0896
ATR,5mins,0,0.0044,slopenormal,PCompareNormal,CL,0.0044
diffvES,5mins,0,0.0024,slopenormal,PCompareNormal,CL,0.0024
kupper,5mins,0,0.0418,slopenormal,PCompareNormal,CL,0.0418
klower,5mins,0,0.0385,slopenormal,PCompareNormal,CL,0.0385
kmid,5mins,0,0.0392,slopenormal,PCompareNormal,CL,0.0392
bbandupper,5mins,0,0.0455,slopenormal,PCompareNormal,CL,0.0455
bbandlower,5mins,0,0.0221,slopenormal,PCompareNormal,CL,0.0221
stddev,5mins,0,0.0058,slopenormal,PCompareNormal,CL,0.0058
pivot,5mins,0,0.0552,slopenormal,PCompareNormal,CL,0.0552
R,5mins,0,0.0559,slopenormal,PCompareNormal,CL,0.0559
S,5mins,0,0.0578,slopenormal,PCompareNormal,CL,0.0578
S2,5mins,0,0.0608,slopenormal,PCompareNormal,CL,0.0608
R2,5mins,0,0.0589,slopenormal,PCompareNormal,CL,0.0589
sma200,5mins,0,0.0149,slopenormal,PCompareNormal,CL,0.0149
sma100,5mins,0,0.0149,slopenormal,PCompareNormal,CL,0.0149
sma50,5mins,0,0.0287,slopenormal,PCompareNormal,CL,0.0287
ema,5mins,0,0.0306,slopenormal,PCompareNormal,CL,0.0306
ROC,15mins,0,1.8798,slopenormal,PCompareNormal,CL,1.8798
RVIsignal,15mins,0,0.2143,slopenormal,PCompareNormal,CL,0.2143
RVI_CROSS,15mins,0,0.0744,slopenormal,PCompareNormal,CL,0.0744
RVIline,15mins,0,0.1939,slopenormal,PCompareNormal,CL,0.1939
AO,15mins,0,0.4338,slopenormal,PCompareNormal,CL,0.4338
AOAcc,15mins,0,0.1033,slopenormal,PCompareNormal,CL,0.1033
RSI,15mins,0,16.9351,slopenormal,PCompareNormal,CL,16.9351
mcross,15mins,0,0.1808,slopenormal,PCompareNormal,CL,0.1808
Stoch_CROSS,15mins,0,7.6257,slopenormal,PCompareNormal,CL,7.6257
mcd,15mins,0,0.0655,slopenormal,PCompareNormal,CL,0.0655
RVI_CROSS,15mins,0,0.0744,slopenormal,PCompareNormal,CL,0.0744
StochD,15mins,0,26.0806,slopenormal,PCompareNormal,CL,26.0806
StochK,15mins,0,28.1154,slopenormal,PCompareNormal,CL,28.1154
RVIsignal,15mins,0,0.2143,slopenormal,PCompareNormal,CL,0.2143
RVIline,15mins,0,0.1939,slopenormal,PCompareNormal,CL,0.1939
ATR,15mins,0,0.0751,slopenormal,PCompareNormal,CL,0.0751
diffvES,15mins,0,0.0062,slopenormal,PCompareNormal,CL,0.0062
kupper,15mins,0,0.2776,slopenormal,PCompareNormal,CL,0.2776
klower,15mins,0,0.2362,slopenormal,PCompareNormal,CL,0.2362
kmid,15mins,0,0.2356,slopenormal,PCompareNormal,CL,0.2356
bbandupper,15mins,0,0.5535,slopenormal,PCompareNormal,CL,0.5535
bbandlower,15mins,0,0.3172,slopenormal,PCompareNormal,CL,0.3172
stddev,15mins,0,0.1416,slopenormal,PCompareNormal,CL,0.1416
pivot,15mins,0,0.1894,slopenormal,PCompareNormal,CL,0.1894
R,15mins,0,0.1668,slopenormal,PCompareNormal,CL,0.1668
S,15mins,0,0.2288,slopenormal,PCompareNormal,CL,0.2288
S2,15mins,0,0.2767,slopenormal,PCompareNormal,CL,0.2767
R2,15mins,0,0.1812,slopenormal,PCompareNormal,CL,0.1812
sma200,15mins,0,0.1898,slopenormal,PCompareNormal,CL,0.1898
sma100,15mins,0,0.2376,slopenormal,PCompareNormal,CL,0.2376
sma50,15mins,0,0.49,slopenormal,PCompareNormal,CL,0.49
ema,15mins,0,0.3025,slopenormal,PCompareNormal,CL,0.3025
ROC,1hour,0,2.286,slopenormal,PCompareNormal,CL,2.286
RVIsignal,1hour,0,0.1246,slopenormal,PCompareNormal,CL,0.1246
RVI_CROSS,1hour,0,0.0645,slopenormal,PCompareNormal,CL,0.0645
RVIline,1hour,0,0.0888,slopenormal,PCompareNormal,CL,0.0888
AO,1hour,0,0.3829,slopenormal,PCompareNormal,CL,0.3829
AOAcc,1hour,0,0.1808,slopenormal,PCompareNormal,CL,0.1808
RSI,1hour,0,11.0621,slopenormal,PCompareNormal,CL,11.0621
mcross,1hour,0,0.1474,slopenormal,PCompareNormal,CL,0.1474
Stoch_CROSS,1hour,0,8.8567,slopenormal,PCompareNormal,CL,8.8567
mcd,1hour,0,0.0685,slopenormal,PCompareNormal,CL,0.0685
RVI_CROSS,1hour,0,0.0645,slopenormal,PCompareNormal,CL,0.0645
StochD,1hour,0,16.5218,slopenormal,PCompareNormal,CL,16.5218
StochK,1hour,0,20.6476,slopenormal,PCompareNormal,CL,20.6476
RVIsignal,1hour,0,0.1246,slopenormal,PCompareNormal,CL,0.1246
RVIline,1hour,0,0.0888,slopenormal,PCompareNormal,CL,0.0888
ATR,1hour,0,0.0536,slopenormal,PCompareNormal,CL,0.0536
diffvES,1hour,0,0.0267,slopenormal,PCompareNormal,CL,0.0267
kupper,1hour,0,0.7297,slopenormal,PCompareNormal,CL,0.7297
klower,1hour,0,0.8017,slopenormal,PCompareNormal,CL,0.8017
kmid,1hour,0,0.7569,slopenormal,PCompareNormal,CL,0.7569
bbandupper,1hour,0,0.5857,slopenormal,PCompareNormal,CL,0.5857
bbandlower,1hour,0,0.7635,slopenormal,PCompareNormal,CL,0.7635
stddev,1hour,0,0.0698,slopenormal,PCompareNormal,CL,0.0698
pivot,1hour,0,0.8796,slopenormal,PCompareNormal,CL,0.8796
R,1hour,0,0.8676,slopenormal,PCompareNormal,CL,0.8676
S,1hour,0,0.9094,slopenormal,PCompareNormal,CL,0.9094
S2,1hour,0,0.9467,slopenormal,PCompareNormal,CL,0.9467
R2,1hour,0,0.8727,slopenormal,PCompareNormal,CL,0.8727
sma200,1hour,0,0.1512,slopenormal,PCompareNormal,CL,0.1512
sma100,1hour,0,0.0974,slopenormal,PCompareNormal,CL,0.0974
sma50,1hour,0,0.6191,slopenormal,PCompareNormal,CL,0.6191
ema,1hour,0,0.684,slopenormal,PCompareNormal,CL,0.684
ROC,1day,0,8.0173,slopenormal,PCompareNormal,CL,8.0173
RVIsignal,1day,0,0.1437,slopenormal,PCompareNormal,CL,0.1437
RVI_CROSS,1day,0,0.0673,slopenormal,PCompareNormal,CL,0.0673
RVIline,1day,0,0.1148,slopenormal,PCompareNormal,CL,0.1148
AO,1day,0,1.5722,slopenormal,PCompareNormal,CL,1.5722
AOAcc,1day,0,0.7706,slopenormal,PCompareNormal,CL,0.7706
RSI,1day,0,11.8477,slopenormal,PCompareNormal,CL,11.8477
mcross,1day,0,0.5968,slopenormal,PCompareNormal,CL,0.5968
Stoch_CROSS,1day,0,7.3491,slopenormal,PCompareNormal,CL,7.3491
mcd,1day,0,0.3074,slopenormal,PCompareNormal,CL,0.3074
RVI_CROSS,1day,0,0.0673,slopenormal,PCompareNormal,CL,0.0673
StochD,1day,0,18.369,slopenormal,PCompareNormal,CL,18.369
StochK,1day,0,21.3682,slopenormal,PCompareNormal,CL,21.3682
RVIsignal,1day,0,0.1437,slopenormal,PCompareNormal,CL,0.1437
RVIline,1day,0,0.1148,slopenormal,PCompareNormal,CL,0.1148
ATR,1day,0,0.2648,slopenormal,PCompareNormal,CL,0.2648
diffvES,1day,0,0.0643,slopenormal,PCompareNormal,CL,0.0643
kupper,1day,0,4.2819,slopenormal,PCompareNormal,CL,4.2819
klower,1day,0,4.9391,slopenormal,PCompareNormal,CL,4.9391
kmid,1day,0,4.6027,slopenormal,PCompareNormal,CL,4.6027
bbandupper,1day,0,4.3546,slopenormal,PCompareNormal,CL,4.3546
bbandlower,1day,0,4.9213,slopenormal,PCompareNormal,CL,4.9213
stddev,1day,0,0.3514,slopenormal,PCompareNormal,CL,0.3514
pivot,1day,0,4.6532,slopenormal,PCompareNormal,CL,4.6532
R,1day,0,4.4635,slopenormal,PCompareNormal,CL,4.4635
S,1day,0,4.8257,slopenormal,PCompareNormal,CL,4.8257
S2,1day,0,5.0466,slopenormal,PCompareNormal,CL,5.0466
R2,1day,0,4.326,slopenormal,PCompareNormal,CL,4.326
sma200,1day,0,1.705,slopenormal,PCompareNormal,CL,1.705
sma100,1day,0,1.9359,slopenormal,PCompareNormal,CL,1.9359
sma50,1day,0,3.6753,slopenormal,PCompareNormal,CL,3.6753
ema,1day,0,4.4166,slopenormal,PCompareNormal,CL,4.4166
